Datetime,Date,Time,TEMPERATURE_CONSIGNE [R],TEMPERATURE_REPRISE [R],HYGROMETRIE_CONSIGNE [I],HYGROMETRIE_CELLULE [R],CONSIGNE_CO2 [I],CO2 [R],IRRADIANCE [I],HUMIDIFICATEUR [I],V2V_DESHUMIDIF [B],DESHUMIDIFICATEUR [B],V2V_AIR_VICIE [B],V2V_EAU_PLUIE [I],V2V_CAPTAGE_CO2 [B],V2V_INJECTION_CO2 [B],V2V_ABSORBTION_CO2 [B],V2V_INJ_AIR_NEUF [B]
1677015862.0,0.0,0.0,18.2,18.014285785714286,94.0,91.85714285714286,487.0,485.3571428571428,10942.0,28.214285714285715,1.0,1.0,1.0,100.0,0.8571428571428571,0.4285714285714285,0.8571428571428571,1.0
1677016162.0,0.0,0.0,18.36842105263158,18.110526789473685,92.3157894736842,92.10526315789474,487.0,487.4736842105263,10942.0,17.57894736842105,1.0,1.0,1.0,100.0,0.631578947368421,0.8947368421052632,0.631578947368421,1.0
1677016462.0,0.0,0.0,18.4,18.166666666666668,92.0,92.0,487.0,484.94444444444446,10942.0,14.22222222222222,1.0,1.0,1.0,100.0,1.0,0.1111111111111111,1.0,1.0
1677016762.0,0.0,0.0,18.473076923076924,18.134615884615386,92.73076923076924,92.57692307692308,487.0,487.0384615384616,10942.0,15.23076923076923,1.0,1.0,1.0,100.0,0.7692307692307693,0.8076923076923077,0.7692307692307693,1.0
1677017063.0,0.0,0.0,18.5,18.2000000625,93.0,92.75,487.0,485.8125,10942.0,18.4375,1.0,1.0,1.0,100.0,1.0,0.375,1.0,1.0
1677017363.0,0.0,0.0,18.42105263157895,18.17368505263158,93.78947368421052,92.0,487.0,486.89473684210526,10942.0,29.526315789473685,1.0,1.0,1.0,100.0,0.631578947368421,0.8421052631578947,0.631578947368421,1.0
1677017663.0,0.0,0.0,18.4,18.107692538461546,94.0,93.6923076923077,487.0,485.38461538461536,10942.0,19.53846153846154,1.0,1.0,1.0,100.0,1.0,0.2307692307692307,1.0,1.0
1677017963.0,0.0,0.0,17.84736842105263,18.13684257894737,94.0,91.63157894736842,487.0,487.1578947368421,10942.0,12.210526315789474,0.9473684210526316,0.9473684210526316,1.0,100.0,0.5789473684210527,0.8421052631578947,0.5789473684210527,1.0
1677018263.0,0.0,0.0,17.7,17.576923115384616,94.0,91.6153846153846,487.0,485.96153846153845,10942.0,28.53846153846154,1.0,1.0,1.0,100.0,0.9615384615384616,0.3461538461538461,0.9615384615384616,1.0
1677018563.0,0.0,0.0,17.3875,17.496874875,94.8125,92.21875,487.0,487.40625,10942.0,19.15625,1.0,1.0,1.0,100.0,0.53125,0.875,0.53125,1.0
1677018863.0,0.0,0.0,17.3,17.3,95.0,89.78260869565217,487.0,487.2173913043478,10942.0,43.60869565217392,1.0,1.0,1.0,100.0,0.8695652173913043,0.7391304347826086,0.8695652173913043,1.0
